Time: 72	1
0.55710	
0.55603	0.55649	0.55634	0.55695	0.55649	0.55634	0.55634	0.55634	0.55679	0.55634	
0.55618	0.55679	0.55664	0.55634	0.55664	0.55634	0.55679	0.55527	0.55527	0.55496	
0.55481	0.55496	0.55496	0.55496	0.55511	0.55481	0.55511	0.55511	0.55542	0.55527	
0.55496	0.55527	0.55511	0.55496	0.55496	0.55511	0.55435	0.55298	0.55420	0.55389	
0.55374	0.55359	0.55344	0.55405	0.55328	0.55344	0.55344	0.55328	0.55374	0.55313	
0.55344	0.55374	0.55313	0.55389	0.55344	0.55313	0.55374	0.55344	0.55435	0.55344	
0.55389	0.55374	0.55344	0.55374	0.55389	0.55359	0.55359	0.55389	0.55389	0.55359	
0.55405	0.55359	0.55389	0.55389	0.55344	0.55237	0.55206	0.55222	0.55267	0.55206	
0.55237	0.55206	0.55237	0.55267	0.55176	0.55130	0.55099	0.55099	0.55115	0.55099	
0.55069	0.55054	0.55099	0.55099	0.55130	0.55099	0.55084	0.55099	0.55084	0.55084	
0.55084	0.55069	0.55099	0.55099	0.55069	0.55099	0.55069	0.55099	0.55099	0.55084	
0.55099	0.55084	0.55115	0.55084	0.55084	0.55099	0.55099	0.55084	0.55084	0.55084	
0.55099	0.55069	0.55084	0.55069	0.54947	0.54916	0.54947	0.54977	0.54962	0.54977	
0.54932	0.54962	0.54962	0.55054	0.55099	0.55084	0.55084	0.55099	0.55099	0.55099	
0.55099	0.55084	0.55130	0.55084	0.55084	0.55099	0.55054	0.55069	0.55130	0.55099	
0.55115	0.55069	0.55115	0.55099	0.55099	0.55115	0.55084	0.55145	0.55130	0.55115	
0.55115	0.55115	0.55222	0.55222	0.55252	0.55267	0.55222	0.55222	0.55267	0.55267	
0.55237	0.55222	0.55359	0.55374	0.55405	0.55359	0.55359	0.55420	0.55389	0.55420	
0.55389	0.55405	0.55405	0.55389	0.55405	0.55344	0.55374	0.55435	0.55374	0.55420	
0.55359	0.55374	0.55389	0.55405	0.55389	0.55466	0.55359	0.55405	0.55405	0.55374	
0.55389	0.55527	0.55542	0.55557	0.55527	0.55496	0.55557	0.55527	0.55527	0.55527	
0.55527	0.55542	0.55527	0.55511	0.55511	0.55557	0.55511	0.55466	0.55527	0.55542	
0.55542	0.55664	0.55649	0.55664	0.55664	0.55695	0.55679	0.55634	0.55664	0.55634	
0.55649	0.55664	0.55649	0.55664	0.55695	0.55618	0.55664	0.55634	0.55679	0.55664	
0.55679	0.55710	0.55649	0.55695	0.55649	0.55695	0.55664	0.55618	0.55695	0.55664	
0.55801	0.55832	0.55771	0.55878	0.55786	0.55817	0.55817	0.55817	0.55817	0.55893	
0.55954	0.55969	0.55923	0.55954	0.55923	0.55954	0.55923	0.55954	0.55984	0.56076	
0.56137	0.56107	0.56091	0.56076	0.56091	0.56076	0.56107	0.56076	0.56091	0.56091	
0.56091	0.56046	0.56076	0.56061	0.56076	0.56091	0.56061	0.56046	0.56107	0.56061	
0.56091	0.56015	0.56061	0.56091	0.56076	0.56091	0.56061	0.56122	0.56198	0.56198	
0.56229	0.56183	0.56198	0.56244	0.56198	0.56229	0.56168	0.56213	0.56229	0.56198	
0.56213	0.56213	0.56244	0.56229	0.56198	0.56259	0.56229	0.56152	0.56076	0.56076	
0.56076	0.56046	0.56107	0.56061	0.56091	0.56107	0.56091	0.56076	0.56107	0.56107	
0.56076	0.56030	0.56076	0.56076	0.56107	0.56091	0.56061	0.56107	0.56076	0.56091	
0.56076	0.56046	0.56076	0.56061	0.56091	0.56091	0.56046	0.55939	0.55923	0.55954	
0.55939	0.55939	0.55969	0.55969	0.55939	0.55939	0.55817	0.55801	0.55801	0.55771	
0.55817	0.55801	0.55801	0.55801	0.55786	0.55786	0.55664	0.55634	0.55618	0.55649	
0.55649	0.55664	0.55649	0.55634	0.55664	0.55634	0.55634	0.55649	0.55679	0.55634	
0.55649	0.55649	0.55603	0.55649	0.55649	0.55634	0.55603	0.55679	0.55634	0.55649	
0.55603	0.55679	0.55649	0.55634	0.55649	0.55634	0.55725	0.55649	0.55618	0.55649	
0.55649	0.55634	0.55634	0.55634	0.55634	0.55664	0.55679	0.55649	0.55618	0.55664	
0.55695	0.55649	0.55618	0.55634	0.55664	0.55618	0.55679	0.55618	0.55634	0.55664	
0.55634	0.55649	0.55664	0.55634	0.55527	0.55496	0.55527	0.55496	0.55511	0.55527	
0.55481	0.55527	0.55511	0.55527	0.55527	0.55496	0.55557	0.55450	0.55557	0.55496	
0.55511	0.55527	0.55450	0.55481	0.55359	0.55313	0.55359	0.55298	0.55374	0.55328	
0.55389	0.55389	0.55283	0.55374	0.55328	0.55359	0.55374	0.55328	0.55405	0.55374	
0.55313	0.55374	0.55405	0.55389	0.55374	0.55374	0.55389	0.55389	0.55359	0.55374	
0.55328	0.55359	0.55359	0.55389	0.55389	0.55405	0.55374	0.55374	0.55405	0.55359	
0.55405	0.55359	0.55374	0.55374	0.55359	0.55405	0.55389	0.55344	0.55374	0.55359	
0.55359	0.55374	0.55359	0.55389	0.55359	0.55389	0.55359	0.55405	0.55389	0.55344	
0.55374	0.55374	0.55389	0.55374	0.55328	0.55374	0.55359	0.55374	0.55389	0.55344	
0.55405	0.55359	0.55405	0.55374	0.55344	0.55374	0.55374	0.55405	0.55389	0.55344	
0.55389	0.55389	0.55405	0.55374	0.55374	0.55374	0.55405	0.55344	0.55374	0.55389	
0.55359	0.55374	0.55405	0.55389	0.55359	0.55405	0.55359	0.55328	0.55359	0.55374	
0.55374	0.55359	0.55389	0.55344	0.55374	0.55389	0.55405	0.55405	0.55359	0.55344	
0.55389	0.55389	0.55405	0.55405	0.55374	0.55389	0.55389	0.55359	0.55420	0.55344	
0.55283	0.55252	0.55267	0.55252	0.55206	0.55283	0.55222	0.55252	0.55252	0.55206	
0.55099	0.55099	0.55099	0.55099	0.55084	0.55115	0.55115	0.55084	0.55099	0.55084	
0.55115	0.55084	0.55084	0.55099	0.55099	0.55099	0.55115	0.55099	0.55099	0.55115	
0.55099	0.55054	0.55084	0.55099	0.55115	0.55115	0.55130	0.55084	0.55069	0.55115	
0.55161	0.55099	0.55099	0.55054	0.55130	0.55099	0.55069	0.55099	0.55191	0.55237	
0.55206	0.55252	0.55222	0.55237	0.55252	0.55237	0.55237	0.55237	0.55267	0.55252	
0.55206	0.55252	0.55222	0.55267	0.55237	0.55222	0.55267	0.55252	0.55389	0.55405	
0.55374	0.55389	0.55435	0.55344	0.55374	0.55389	0.55405	0.55374	0.55374	0.55359	
0.55344	0.55344	0.55374	0.55405	0.55328	0.55359	0.55405	0.55374	0.55435	0.55389	
0.55344	0.55328	0.55359	0.55389	0.55420	0.55359	0.55389	0.55389	0.55374	0.55374	
0.55359	0.55389	0.55389	0.55389	0.55359	0.55389	0.55359	0.55405	0.55389	0.55374	
